#       k             kp                 V11                    V12                    V21                    V22          
   0.474351       0.270694         -1.991147e+00          -1.077889e-01          -4.616066e-01          2.088934e-02      
   0.474351       0.316959         -1.962721e+00          -1.459406e-01          -4.278308e-01          2.690711e-02      
   0.474351       0.366414         -1.927656e+00          -1.918298e-01          -3.898252e-01          3.331762e-02      
   0.474351       0.418925         -1.885340e+00          -2.454131e-01          -3.487593e-01          3.975069e-02      
   0.474351       0.474351         -1.835305e+00          -3.061292e-01          -3.061292e-01          4.577885e-02      
   0.474351       0.532541         -1.777276e+00          -3.728198e-01          -2.635853e-01          5.096864e-02      
   0.474351       0.593339         -1.711210e+00          -4.437152e-01          -2.227201e-01          5.494153e-02      
   0.474351       0.656582         -1.637299e+00          -5.165058e-01          -1.848632e-01          5.743373e-02      
   0.474351       0.722098         -1.555966e+00          -5.885039e-01          -1.509363e-01          5.833996e-02      
   0.474351       0.789711         -1.467835e+00          -6.568708e-01          -1.214026e-01          5.772584e-02      
   0.474351       0.859239         -1.373694e+00          -7.188631e-01          -9.631168e-02          5.580054e-02      
   0.474351       0.930495         -1.274468e+00          -7.720463e-01          -7.540959e-02          5.285735e-02      
   0.474351       1.003286         -1.171218e+00          -8.144377e-01          -5.826599e-02          4.920634e-02      
   0.474351       1.077416         -1.065134e+00          -8.445737e-01          -4.438081e-02          4.512650e-02      
   0.474351       1.152685         -9.575508e-01          -8.615213e-01          -3.325402e-02          4.084883e-02      
   0.474351       1.228890         -8.499380e-01          -8.648640e-01          -2.442399e-02          3.655946e-02      
   0.474351       1.305826         -7.438793e-01          -8.546833e-01          -1.748580e-02          3.240376e-02      
   0.474351       1.383286         -6.410255e-01          -8.315410e-01          -1.209702e-02          2.848453e-02      
   0.474351       1.461060         -5.430239e-01          -7.964572e-01          -7.973970e-03          2.486192e-02      
   0.474351       1.538940         -4.514274e-01          -7.508762e-01          -4.881906e-03          2.156238e-02      
   0.474351       1.616714         -3.675934e-01          -6.966139e-01          -2.624272e-03          1.859207e-02      
   0.474351       1.694174         -2.925873e-01          -6.357800e-01          -1.034681e-03          1.594561e-02      
   0.474351       1.771110         -2.271035e-01          -5.706730e-01          2.826033e-05           1.360812e-02      
   0.474351       1.847315         -1.714194e-01          -5.036503e-01          6.848264e-04           1.155654e-02      
   0.474351       1.922584         -1.253880e-01          -4.369845e-01          1.037337e-03           9.763699e-03      
   0.474351       1.996714         -8.847245e-02          -3.727236e-01          1.172213e-03           8.203172e-03      
   0.474351       2.069505         -5.981829e-02          -3.125725e-01          1.160858e-03           6.851370e-03      
   0.474351       2.140761         -3.835063e-02          -2.578103e-01          1.060103e-03           5.687027e-03      
   0.474351       2.210289         -2.288257e-02          -2.092541e-01          9.130521e-04           4.690348e-03      
   0.474351       2.277902         -1.221840e-02          -1.672688e-01          7.505181e-04           3.842968e-03      
   0.474351       2.343418         -5.238929e-03          -1.318189e-01          5.928734e-04           3.128160e-03      
   0.474351       2.406661         -9.613482e-04          -1.025492e-01          4.520619e-04           2.530668e-03      
   0.474351       2.467459         1.428560e-03           -7.888011e-02          3.336348e-04           2.036248e-03      
   0.474351       2.525649         2.569172e-03           -6.010202e-02          2.386875e-04           1.631349e-03      
   0.474351       2.581075         2.934729e-03           -4.545895e-02          1.655546e-04           1.303112e-03      
   0.474351       2.633586         2.858806e-03           -3.421319e-02          1.111512e-04           1.039560e-03      
   0.474351       2.683041         2.562821e-03           -2.568947e-02          7.192011e-05           8.298107e-04      
   0.474351       2.729306         2.184395e-03           -1.929967e-02          4.442514e-05           6.642116e-04      
   0.474351       2.772258         1.802307e-03           -1.455197e-02          2.566460e-05           5.343903e-04      
   0.474351       2.811780         1.456515e-03           -1.104856e-02          1.319094e-05           4.332400e-04      
   0.474351       2.847765         1.163068e-03           -8.476570e-03          5.109775e-06           3.548532e-04      
   0.474351       2.880118         9.244562e-04           -6.595654e-03          1.483049e-08           2.944164e-04      
   0.474351       2.908749         7.363556e-04           -5.224813e-03          -3.102260e-06          2.480818e-04      
   0.474351       2.933583         5.917219e-04           -4.230059e-03          -4.943552e-06          2.128285e-04      
   0.474351       2.954553         4.830889e-04           -3.513748e-03          -5.985401e-06          1.863276e-04      
   0.474351       2.971601         4.037285e-04           -3.005897e-03          -6.543415e-06          1.668196e-04      
   0.474351       2.984682         3.481432e-04           -2.657406e-03          -6.821555e-06          1.530105e-04      
   0.474351       2.993761         3.122015e-04           -2.435031e-03          -6.947322e-06          1.439877e-04      
   0.474351       2.998815         2.931082e-04           -2.317793e-03          -6.995606e-06          1.391567e-04      
   0.474351       3.004739         2.715487e-04           -2.186122e-03          -7.033790e-06          1.336646e-04      
   0.474351       3.024957         2.044237e-04           -1.780563e-03          -7.030916e-06          1.162445e-04      
   0.474351       3.061273         1.071787e-04           -1.201686e-03          -6.622981e-06          8.965250e-05      
   0.474351       3.113597         1.229861e-05           -6.344742e-04          -5.495661e-06          6.034446e-05      
   0.474351       3.181789         -5.074054e-05          -2.220052e-04          -3.736111e-06          3.451079e-05      
   0.474351       3.265666         -6.970884e-05          -1.015713e-05          -1.863385e-06          1.602570e-05      
   0.474351       3.365002         -5.478109e-05          4.727141e-05           -4.807599e-07          5.528944e-06      
   0.474351       3.479529         -2.865643e-05          3.353246e-05           1.553071e-07           1.085038e-06      
   0.474351       3.608938         -9.325892e-06          1.081733e-05           2.375480e-07           -1.022517e-07     
   0.474351       3.752880         -1.134714e-06          3.468247e-07           1.243582e-07           -1.559714e-07     
   0.474351       3.910968         4.626786e-07           -1.235089e-06          3.458302e-08           -5.064872e-08     
   0.474351       4.082775         2.462222e-07           -5.572813e-07          3.487709e-09           -5.626654e-09     
   0.474351       4.267838         4.101012e-08           -1.192217e-07          -9.035265e-10          1.337889e-09      
