#       k             kp                  V           
   9.155759       8.844241         2.139305e-02      
   9.155759       9.155759         1.472405e-01      
   9.155759       9.466856         1.758508e-02      
   9.155759       9.776695         3.617005e-05      
   9.155759       10.084440        -2.287185e-08     
   9.155759       10.389261        2.985095e-11      
   9.155759       10.690338        -5.492187e-14     
   9.155759       10.986857        9.589658e-17      
   9.155759       11.278020        -8.125598e-20     
   9.155759       11.563042        1.865863e-22      
   9.155759       11.841155        -1.141349e-25     
   9.155759       12.111608        2.024710e-28      
   9.155759       12.373673        -3.274494e-31     
   9.155759       12.626644        -5.708887e-34     
   9.155759       12.869837        -2.064923e-36     
   9.155759       13.102598        -1.294986e-38     
   9.155759       13.324299        -4.724926e-41     
   9.155759       13.534343        4.455159e-43      
   9.155759       13.732162        8.972245e-46      
   9.155759       13.917225        2.838645e-47      
   9.155759       14.089032        4.751581e-49      
   9.155759       14.247120        -4.130221e-51     
   9.155759       14.391062        -4.305325e-52     
   9.155759       14.520471        8.022786e-53      
   9.155759       14.634998        1.551159e-51      
   9.155759       14.734334        1.632387e-50      
   9.155759       14.818211        1.040240e-49      
   9.155759       14.886403        3.872893e-49      
   9.155759       14.938727        9.763141e-49      
   9.155759       14.975043        2.038110e-48      
   9.155759       14.995261        3.794331e-48      
   9.466856       0.001185         2.069485e-38      
   9.466856       0.006239         2.069605e-38      
   9.466856       0.015318         2.069570e-38      
   9.466856       0.028399         2.070001e-38      
   9.466856       0.045447         2.070884e-38      
   9.466856       0.066417         2.072480e-38      
   9.466856       0.091251         2.075114e-38      
   9.466856       0.119882         2.079120e-38      
   9.466856       0.152235         2.084826e-38      
   9.466856       0.188220         2.092511e-38      
   9.466856       0.227742         2.102341e-38      
   9.466856       0.270694         2.114283e-38      
   9.466856       0.316959         2.127982e-38      
   9.466856       0.366414         2.142582e-38      
   9.466856       0.418925         2.156484e-38      
   9.466856       0.474351         2.166996e-38      
   9.466856       0.532541         2.169835e-38      
   9.466856       0.593339         2.158422e-38      
   9.466856       0.656582         2.122872e-38      
   9.466856       0.722098         2.048552e-38      
   9.466856       0.789711         1.914033e-38      
   9.466856       0.859239         1.688175e-38      
   9.466856       0.930495         1.325999e-38      
   9.466856       1.003286         7.628661e-39      
   9.466856       1.077416         -9.368663e-40     
   9.466856       1.152685         -1.375319e-38     
   9.466856       1.228890         -3.268619e-38     
   9.466856       1.305826         -6.036669e-38     
   9.466856       1.383286         -1.004829e-37     
   9.466856       1.461060         -1.581725e-37     
   9.466856       1.538940         -2.405412e-37     
   9.466856       1.616714         -3.573379e-37     
   9.466856       1.694174         -5.218188e-37     
   9.466856       1.771110         -7.518322e-37     
   9.466856       1.847315         -1.071150e-36     
   9.466856       1.922584         -1.511061e-36     
   9.466856       1.996714         -2.112224e-36     
   9.466856       2.069505         -2.926742e-36     
   9.466856       2.140761         -4.020376e-36     
   9.466856       2.210289         -5.474727e-36     
   9.466856       2.277902         -7.389143e-36     
   9.466856       2.343418         -9.881885e-36     
   9.466856       2.406661         -1.308998e-35     
   9.466856       2.467459         -1.716684e-35     
   9.466856       2.525649         -2.227674e-35     
   9.466856       2.581075         -2.858488e-35     
   9.466856       2.633586         -3.624239e-35     
   9.466856       2.683041         -4.536606e-35     
   9.466856       2.729306         -5.601376e-35     
   9.466856       2.772258         -6.815817e-35     
   9.466856       2.811780         -8.166297e-35     
   9.466856       2.847765         -9.626647e-35     
   9.466856       2.880118         -1.115777e-34     
   9.466856       2.908749         -1.270884e-34     
   9.466856       2.933583         -1.422009e-34     
   9.466856       2.954553         -1.562704e-34     
   9.466856       2.971601         -1.686536e-34     
   9.466856       2.984682         -1.787592e-34     
   9.466856       2.993761         -1.860924e-34     
   9.466856       2.998815         -1.902908e-34     
   9.466856       3.004739         -1.953189e-34     
   9.466856       3.024957         -2.133690e-34     
   9.466856       3.061273         -2.493682e-34     
   9.466856       3.113597         -3.094710e-34     
   9.466856       3.181789         -4.006359e-34     
   9.466856       3.265666         -5.173199e-34     
   9.466856       3.365002         -5.777253e-34     
   9.466856       3.479529         -1.509820e-34     
   9.466856       3.608938         2.641541e-33      
   9.466856       3.752880         1.529886e-32      
   9.466856       3.910968         6.580783e-32      
   9.466856       4.082775         2.576965e-31      
   9.466856       4.267838         1.092801e-30      
   9.466856       4.465657         6.655272e-30      
   9.466856       4.675701         5.466974e-29      
   9.466856       4.897402         4.440133e-28      
   9.466856       5.130163         2.600699e-27      
   9.466856       5.373356         -7.818220e-27     
   9.466856       5.626327         -1.109102e-25     
   9.466856       5.888392         1.837486e-23      
   9.466856       6.158845         -8.686859e-22     
   9.466856       6.436958         2.652291e-20      
   9.466856       6.721980         -9.779453e-19     
   9.466856       7.013143         3.735482e-17      
   9.466856       7.309662         -1.592259e-15     
   9.466856       7.610739         9.108607e-14      
   9.466856       7.915560         -6.806854e-12     
   9.466856       8.223305         5.476370e-10      
   9.466856       8.533144         -8.116914e-08     
   9.466856       8.844241         6.188635e-05      
   9.466856       9.155759         1.758508e-02      
   9.466856       9.466856         1.377461e-01      
   9.466856       9.776695         1.457425e-02      
   9.466856       10.084440        2.171745e-05      
   9.466856       10.389261        -1.257775e-08     
   9.466856       10.690338        1.268156e-11      
   9.466856       10.986857        -1.797473e-14     
   9.466856       11.278020        3.434952e-17      
   9.466856       11.563042        -1.419802e-20     
   9.466856       11.841155        5.612293e-23      
   9.466856       12.111608        -1.896607e-26     
   9.466856       12.373673        2.240450e-29      
   9.466856       12.626644        -2.218385e-31     
   9.466856       12.869837        -5.763410e-34     
   9.466856       13.102598        -3.500278e-36     
   9.466856       13.324299        -1.578394e-38     
   9.466856       13.534343        7.646954e-41      
   9.466856       13.732162        3.639677e-43      
   9.466856       13.917225        8.273497e-45      
   9.466856       14.089032        1.463253e-46      
   9.466856       14.247120        -4.632745e-49     
   9.466856       14.391062        -1.100335e-49     
   9.466856       14.520471        -4.977338e-51     
   9.466856       14.634998        -1.533622e-52     
   9.466856       14.734334        -5.318252e-53     
   9.466856       14.818211        -3.694121e-52     
   9.466856       14.886403        -1.383925e-51     
   9.466856       14.938727        -3.487016e-51     
   9.466856       14.975043        -7.272115e-51     
   9.466856       14.995261        -1.352680e-50     
   9.776695       0.001185         -7.674417e-41     
